Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
179,Mats Hummels,de GER,DF,Dortmund,25,1988,24,23,2031,22.6,2,0,2,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,05d548d8
180,Uwe Hünemeier,de GER,DF,Paderborn 07,28,1986,32,32,2815,31.3,2,2,4,2,0,0,4,0,0.06,0.06,0.13,0.06,0.13,Matches,f42456eb
181,Aaron Hunt,de GER,FWMF,Wolfsburg,27,1986,15,3,429,4.8,2,0,2,2,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches,5f9f0531
182,Klaas-Jan Huntelaar,nl NED,FW,Schalke 04,30,1983,28,27,2436,27.1,9,3,12,9,0,0,5,1,0.33,0.11,0.44,0.33,0.44,Matches,5042e5c2
183,Oliver Hüsing,de GER,DF,Werder Bremen,21,1993,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4d0d4790
184,Pierre Højbjerg,dk DEN,MF,Augsburg,18,1995,16,10,1007,11.2,2,3,5,2,0,0,4,0,0.18,0.27,0.45,0.18,0.45,Matches,8b04d6c1
185,Pierre Højbjerg,dk DEN,MF,Bayern Munich,18,1995,8,3,287,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8b04d6c1
186,Vedad Ibiševi?,ba BIH,FW,Stuttgart,29,1984,14,6,619,6.9,0,1,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,c3fd9887
187,Aleksandar Ignjovski,rs SRB,DFMF,Eint Frankfurt,23,1991,20,14,1209,13.4,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,63b08315
188,Ivo Ili?evi?,hr CRO,MF,Hamburger SV,27,1986,9,9,745,8.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4e3e4138
189,Ciro Immobile,it ITA,FW,Dortmund,24,1990,24,9,968,10.8,3,1,4,3,0,1,1,0,0.28,0.09,0.37,0.28,0.37,Matches,4431aed2
190,Takashi Inui,jp JPN,FWMF,Eint Frankfurt,26,1988,27,21,1819,20.2,1,5,6,1,0,0,2,0,0.05,0.25,0.30,0.05,0.30,Matches,61bd33d0
191,Koo Ja-cheol,kr KOR,MF,Mainz 05,25,1989,23,16,1483,16.5,5,1,6,2,3,3,3,0,0.30,0.06,0.36,0.12,0.18,Matches,3c05e082
192,Christoph Janker,de GER,DF,Augsburg,29,1985,2,1,65,0.7,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,cf01fe3a
193,Marcell Jansen,de GER,DFMF,Hamburger SV,28,1985,15,11,1056,11.7,2,1,3,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,Matches,8686c780
194,Tony Jantschke,de GER,DFMF,M'Gladbach,24,1990,31,31,2745,30.5,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches,34b54da7
195,Gonzalo Jara,cl CHI,DFMF,Mainz 05,28,1985,17,9,980,10.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,9b1b4782
196,Rune Jarstein,no NOR,GK,Hertha BSC,29,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,27d2618c
197,Tin Jedvaj,hr CRO,DF,Leverkusen,18,1995,22,18,1661,18.5,2,1,3,2,0,0,6,1,0.11,0.05,0.16,0.11,0.16,Matches,f820504e
198,Hong Jeong-ho,kr KOR,DF,Augsburg,24,1989,17,10,945,10.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,f2fb78a6
199,Kim Jin-su,kr KOR,DF,Hoffenheim,22,1992,19,17,1501,16.7,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches,8e6ff136
200,Petr Jirá?ek,cz CZE,MF,Hamburger SV,28,1986,19,9,965,10.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,81b013ec
201,Fabian Johnson,us USA,DFMF,M'Gladbach,26,1987,24,15,1426,15.8,1,4,5,1,0,0,0,0,0.06,0.25,0.32,0.06,0.32,Matches,76e5da9d
202,Miloš Joji?,rs SRB,MF,Dortmund,22,1992,10,5,514,5.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,fb59286d
203,Marcel de Jong,ca CAN,DFMF,Augsburg,27,1986,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff89334e
204,Park Joo-ho,kr KOR,DFMF,Mainz 05,27,1987,16,16,1412,15.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,502fd802
205,Joselu,es ESP,FW,Hannover 96,24,1990,30,28,2474,27.5,8,3,11,7,1,2,4,0,0.29,0.11,0.40,0.25,0.36,Matches,6265208f
206,Christopher Jullien,fr FRA,DF,Freiburg,21,1993,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f323d995
207,Sebastian Jung,de GER,DF,Wolfsburg,24,1990,22,17,1437,16.0,0,2,2,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches,86b30561
208,Zlatko Junuzovi?,at AUT,MF,Werder Bremen,26,1987,33,32,2894,32.2,6,12,18,6,0,0,6,0,0.19,0.37,0.56,0.19,0.56,Matches,dba67bc4
209,Gojko Ka?ar,rs SRB,DFMF,Hamburger SV,27,1987,13,7,715,7.9,3,0,3,3,0,0,4,0,0.38,0.00,0.38,0.38,0.38,Matches,cc58c4ea
210,Elias Kachunga,cd COD,FWMF,Paderborn 07,22,1992,32,24,2218,24.6,6,1,7,6,0,0,4,0,0.24,0.04,0.28,0.24,0.28,Matches,5bddccc9
211,Václav Kadlec,cz CZE,FW,Eint Frankfurt,22,1992,4,1,117,1.3,1,0,1,1,0,0,0,0,0.77,0.00,0.77,0.77,0.77,Matches,9ad2b8e2
212,Shinji Kagawa,jp JPN,MF,Dortmund,25,1989,28,23,1869,20.8,5,6,11,5,0,0,2,0,0.24,0.29,0.53,0.24,0.53,Matches,5afafbfe
213,Salomon Kalou,ci CIV,FWMF,Hertha BSC,28,1985,27,21,1858,20.6,6,0,6,4,2,2,2,0,0.29,0.00,0.29,0.19,0.19,Matches,2042d931
214,Kevin Kampl,si SVN,MF,Dortmund,23,1990,13,8,720,8.0,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches,b825a650
215,Stefanos Kapino,gr GRE,GK,Mainz 05,20,1994,2,1,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,62ba5881
216,Kenan Karaman,tr TUR,FWMF,Hannover 96,20,1994,11,0,267,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f0f2230
217,Loris Karius,de GER,GK,Mainz 05,21,1993,33,33,2912,32.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,32e7ce92
218,Florian Kath,de GER,MF,Freiburg,19,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6a81a181
219,Sebastian Kehl,de GER,MF,Dortmund,34,1980,21,20,1692,18.8,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,6167875f
220,Marc-Oliver Kempf,de GER,DF,Freiburg,19,1995,13,10,919,10.2,2,0,2,2,0,0,3,0,0.20,0.00,0.20,0.20,0.20,Matches,815c314f
221,Sebastian Kerk,de GER,FWMF,Freiburg,20,1994,9,2,278,3.1,1,0,1,1,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matches,87fdfb9b
222,Thomas Kessler,de GER,GK,Köln,28,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3967d651
223,Jerome Kiesewetter,us USA,FWMF,Stuttgart,21,1993,2,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ee8fb451
224,Stefan Kießling,de GER,FWMF,Leverkusen,30,1984,34,31,2567,28.5,9,4,13,9,0,0,4,0,0.32,0.14,0.46,0.32,0.46,Matches,c419e035
225,David Kinsombi,cd COD,DFMF,Eint Frankfurt,18,1995,2,2,152,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4dc9e563
226,Oliver Kirch,de GER,DFMF,Dortmund,31,1982,6,5,433,4.8,0,1,1,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches,5764c4fc
227,Jan Kirchhoff,de GER,DFMF,Schalke 04,23,1990,14,12,880,9.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,a14d04e3
228,Thorsten Kirschbaum,de GER,GK,Stuttgart,27,1987,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f70e46e6
229,Sonny Kittel,de GER,FWMF,Eint Frankfurt,21,1993,18,7,670,7.4,0,1,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches,92904961
230,Hiroshi Kiyotake,jp JPN,FWMF,Hannover 96,24,1989,32,29,2519,28.0,5,5,10,5,0,0,2,0,0.18,0.18,0.36,0.18,0.36,Matches,0dba1f3e
231,Felix Klaus,de GER,FWMF,Freiburg,21,1992,31,27,2214,24.6,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches,aeda1f69
232,Ragnar Klavan,ee EST,DF,Augsburg,28,1985,34,34,3060,34.0,2,0,2,2,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches,008a6e6d
233,Florian Klein,at AUT,DFMF,Stuttgart,27,1986,34,33,2949,32.8,3,2,5,2,1,1,2,0,0.09,0.06,0.15,0.06,0.12,Matches,dc8f5b58
234,Timm Klose,ch SUI,DF,Wolfsburg,26,1988,12,11,959,10.7,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches,5f1d07f6
235,Robin Knoche,de GER,DF,Wolfsburg,22,1992,27,25,2297,25.5,2,0,2,2,0,0,0,0,0.08,0.00,0.08,0.08,0.08,Matches,6bd5cd5d
236,Süleyman Koç,tr TUR,MF,Paderborn 07,25,1989,29,23,1925,21.4,1,3,4,1,0,0,1,0,0.05,0.14,0.19,0.05,0.19,Matches,7afeae54
237,Julian Koch,de GER,DFMF,Mainz 05,23,1990,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,197328ef
238,Dominik Kohr,de GER,MF,Augsburg,20,1994,26,19,1634,18.2,1,1,2,0,1,1,10,0,0.06,0.06,0.11,0.00,0.06,Matches,0fbecd11
239,Sead Kolašinac,ba BIH,DFMF,Schalke 04,21,1993,6,6,451,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,3935e52e
240,Julian Korb,de GER,DFMF,M'Gladbach,22,1992,24,23,2075,23.1,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,3dffff26
