Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
493,Enrique Sola,es ESP,FW,Osasuna,24,1986,16,12,1063,11.8,7,0,7,7,0,0,4,0,0.59,0.00,0.59,0.59,0.59,Matches,bef2e50e
494,Roberto Soldado,es ESP,FW,Valencia,25,1985,34,26,2410,26.8,18,4,22,17,1,1,8,0,0.67,0.15,0.82,0.63,0.78,Matches,9d66fbe3
495,Bruno Soriano,es ESP,MF,Villarreal,26,1984,37,36,3276,36.4,0,1,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,Matches,09332647
496,Fernando Soriano,es ESP,MF,Osasuna,30,1979,30,23,1858,20.6,2,4,6,2,0,0,12,1,0.10,0.19,0.29,0.10,0.29,Matches,1aa72854
497,Kris Stadsgaard,dk DEN,DF,Málaga,24,1985,25,23,2101,23.3,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches,97d65d8e
498,Marius Stankevi?ius,lt LTU,DFMF,Valencia,29,1981,21,19,1701,18.9,2,0,2,2,0,0,6,2,0.11,0.00,0.11,0.11,0.11,Matches,7c3a4a58
499,Cristhian Stuani,uy URU,FWMF,Levante,23,1986,30,11,1289,14.3,8,2,10,8,0,0,5,0,0.56,0.14,0.70,0.56,0.70,Matches,220c11f1
500,Jeffrén Suárez,ve VEN,FWMF,Barcelona,22,1988,8,4,305,3.4,1,1,2,1,0,0,0,0,0.30,0.30,0.59,0.30,0.59,Matches,01e9c0a6
501,Mario Suárez,es ESP,MF,Atlético Madrid,23,1987,27,18,1652,18.4,2,2,4,2,0,0,9,0,0.11,0.11,0.22,0.11,0.22,Matches,7106f0a0
502,Rubén Suárez,es ESP,MF,Levante,31,1979,27,18,1508,16.8,5,1,6,4,1,1,5,0,0.30,0.06,0.36,0.24,0.30,Matches,addc6eca
503,Markel Susaeta,es ESP,FWMF,Athletic Club,22,1987,28,15,1447,16.1,1,4,5,1,0,0,3,0,0.06,0.25,0.31,0.06,0.31,Matches,6fd1ba62
504,Francisco Sutil,es ESP,DFFW,Real Sociedad,25,1984,17,4,524,5.8,2,1,3,2,0,0,1,0,0.34,0.17,0.52,0.34,0.52,Matches,51b44d11
505,Raúl Tamudo,es ESP,FW,Real Sociedad,32,1977,31,20,1813,20.1,7,1,8,7,0,0,5,0,0.35,0.05,0.40,0.35,0.40,Matches,c026089c
